Id,Label,female,body,sexual,face,skin,objectifies,python_pagerank,modularity_class,pageranks,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,chanelofficial,hm,jacquemus,sheinofficial,Degree,Weighted Degree,stat_inf_class,clustering,triangles
calm,calm,0.040135,0.031944,0,0.956522,0.07932,0.217391,0.150182,0,0.000532,2,0.5207,0.539753,110.421983,0,0.043478,0.913043,0.043478,118,0.00158,179,0.545388,3701
cambon,cambon,0.017003,0.045741,0,1,0.462372,0.142857,0.150024,5,0.00057,3,0.522377,0.543294,137.600561,1,0,0,0,129,0.000194,3,0.539001,4381
camelia,camelia,0.020949,0.035588,0,0.875,0.534694,0.5,0.150026,2,0.000399,3,0.514457,0.52833,13.41819,1,0,0,0,85,0.000215,164,0.800918,2792
camellia,camellia,0.017252,0.041543,0,1,0.31557,0,0.150014,2,0.000651,2,0.527477,0.55209,165.248607,1,0,0,0,154,0.000112,178,0.53483,6219
camera,camera,0.043669,0.031997,0,1,0.194038,0.5,0.150054,6,0.000388,2,0.514276,0.527759,28.646237,0.166667,0.333333,0.166667,0.333333,83,0.000497,266,0.656429,2180
camisole,camisole,0.014271,0.026285,0.003664,1,0.165046,0.333333,0.150019,9,0.000282,3,0.50854,0.517478,4.787156,0.333333,0.666667,0,0,54,0.000156,115,0.809144,1115
campaign,campaign,0.046705,0.034439,0,1,0.379255,0.5625,0.150103,0,0.000521,2,0.520514,0.539411,72.925495,0.5,0,0.5,0,117,0.000882,120,0.627886,4188
cap,cap,0.018484,0.070744,0.003015,1,0.042451,0,0.150027,9,0.000428,3,0.515912,0.531072,20.81877,0,1,0,0,93,0.000228,159,0.737458,3087
capsule,capsule,0.038246,0.057705,0,0.833333,0.284262,0.416667,0.150181,3,0.000502,3,0.518111,0.535184,102.594994,0,0.833333,0.166667,0,105,0.001558,19,0.585138,3134
caption,caption,0.044069,0.041446,0,0.6,0.077243,0.6,0.150056,0,0.000338,2,0.511212,0.521933,23.734894,0.2,0,0.8,0,66,0.000509,7,0.657212,1367
capture,capture,0.030821,0.039643,0.001691,0.958333,0.34618,0.520833,0.150201,0,0.001047,2,0.548909,0.589102,536.044902,0.541667,0,0.458333,0,262,0.001701,143,0.465724,15802
car,car,0.027832,0.020488,0,1,0.189742,0,0.150069,5,0.000503,2,0.519772,0.53804,74.24699,0.333333,0.111111,0.555556,0,113,0.000594,167,0.53491,3325
carat,carat,0.014854,0.034372,0,1,0.388756,0.230769,0.150019,2,0.000454,3,0.516826,0.533242,12.743096,1,0,0,0,100,0.000157,106,0.837147,4061
cardigan,cardigan,0.019975,0.075706,0.023091,1,0.155814,0,0.15002,9,0.000319,3,0.509962,0.520219,16.468056,0.2,0.8,0,0,62,0.000166,103,0.706011,1292
cardin,cardin,0.041307,0.077817,0,0.8,0.225248,0.4,0.150044,0,0.000216,3,0.504844,0.510281,0.472392,0,0,1,0,33,0.000382,203,0.905242,449
cargo,cargo,0.02631,0.071464,0.009621,1,0.117491,0.083333,0.150048,9,0.000552,2,0.522004,0.542152,82.795627,0,1,0,0,125,0.000398,129,0.593234,4524
caroline,caroline,0.01399,0.01546,0,1,0.134398,0,0.150034,5,0.000768,2,0.533846,0.5634,206.375632,1,0,0,0,187,0.000275,152,0.530253,9123
carpet,carpet,0.04681,0.026372,0,1,0.126672,0.75,0.150033,0,0.000283,3,0.506773,0.516107,5.65804,0,0.25,0.75,0,53,0.00029,100,0.766214,1016
carry,carry,0.028957,0.024765,0.000351,0.9375,0.221927,0.3125,0.150107,4,0.001098,2,0.555175,0.599383,540.546099,0.0625,0.25,0.5625,0.125,292,0.000924,34,0.524162,22117
cashmere,cashmere,0.014082,0.095274,0,1,0.263783,0,0.150021,9,0.000374,2,0.51319,0.525703,29.055141,0.4,0.6,0,0,77,0.000178,103,0.655088,1867
casiraghi,casiraghi,0.009354,0.0094,0,1,0.308242,0,0.150008,5,0.000532,2,0.521258,0.540781,98.622818,1,0,0,0,121,0.000068,66,0.578431,4130
cast,cast,0.034745,0.03509,0.00021,0.954545,0.188516,0.431818,0.150242,0,0.001294,2,0.561802,0.610007,1035.889036,0.022727,0.204545,0.568182,0.204545,323,0.002067,113,0.387821,20043
casting,casting,0.024018,0.021236,0,1,0.219332,0.666667,0.150178,8,0.000505,2,0.520143,0.538725,43.136039,0,0.583333,0.416667,0,115,0.001491,96,0.719609,4635
casual,casual,0.031546,0.070319,0.003871,1,0.120989,0.125,0.150044,7,0.000439,2,0.516826,0.532557,32.253712,0,0.375,0,0.625,97,0.000367,58,0.677851,3091
cat,cat,0.019808,0.076881,0.002084,0.944444,0.08776,0.111111,0.150088,9,0.000591,2,0.523878,0.545579,121.071514,0,1,0,0,135,0.000748,90,0.569745,5077
catch,catch,0.052498,0.072333,0.0027,0.875,0.32143,0.5,0.150064,3,0.00033,3,0.511033,0.521819,9.349956,0,1,0,0,66,0.000556,73,0.765865,1593
ceiling,ceiling,0.037066,0.032446,0.000909,0.875,0.23913,0.75,0.150145,4,0.000506,2,0.519217,0.537012,91.984304,0,0,0.5,0.5,110,0.001278,169,0.592083,3485
celebrate,celebrate,0.017436,0.024967,0.001461,1,0.251283,0.302326,0.150111,5,0.001125,2,0.557296,0.60281,527.882197,0.046512,0.44186,0.511628,0,302,0.00094,264,0.547619,24725
celebration,celebration,0.007232,0.008949,0.002617,1,0.247802,0.125,0.150025,5,0.000768,2,0.537187,0.569225,99.084642,0,0.041667,0.916667,0.041667,204,0.000208,246,0.825879,16933
cell,cell,0.044188,0.046235,0,0.8,0.301076,0.65,0.150156,6,0.000908,2,0.540771,0.575394,405.830944,0.25,0.1,0.5,0.15,222,0.0014,41,0.449239,10921
ceremony,ceremony,0.006676,0.00713,0.002855,1,0.258281,0.136364,0.150013,5,0.000673,2,0.532287,0.560658,0.841975,0,0,1,0,179,0.000101,42,0.988574,15573
ceretti,ceretti,0.017725,0.030346,0,1,0.445537,0.375,0.150022,5,0.000359,2,0.51283,0.525017,0.906638,1,0,0,0,75,0.000176,50,0.958904,2590
cerise,cerise,0.018662,0.068551,0.013445,1,0.669432,0,0.15001,9,0.000255,3,0.505369,0.513365,0,0,1,0,0,45,0.000084,115,0.987315,934
cet,cet,0.023789,0.027013,0,0,0.230565,1,0.150024,5,0.000203,3,0.498974,0.505026,0.083031,0,0,1,0,27,0.000202,225,0.947692,308
chain,chain,0.013425,0.02825,0.002018,0.914286,0.289996,0.228571,0.150069,5,0.00112,2,0.557083,0.602467,562.276321,0.028571,0.314286,0.657143,0,301,0.000592,68,0.545151,24450
chair,chair,0.040927,0.032318,0,0.791667,0.216912,0.541667,0.1502,0,0.000872,2,0.538376,0.571282,413.084668,0.041667,0.25,0.5,0.208333,210,0.001833,4,0.418798,9103
chan,chan,0.01645,0.01279,0,1,0.177738,0,0.150021,5,0.000314,3,0.509783,0.519648,0.737493,1,0,0,0,60,0.000167,46,0.949737,1625
chance,chance,0.030544,0.028185,0,1,0.089611,0.685714,0.150116,2,0.000419,2,0.515184,0.529472,27.556853,1,0,0,0,88,0.001044,227,0.719059,2690
chandelier,chandelier,0.026189,0.031747,0,1,0.376906,0.6,0.150035,7,0.000245,3,0.505895,0.512794,3.4517,0,0,0,1,41,0.0003,126,0.79359,619
chanel,chanel,0.018193,0.035217,0.002106,0.941176,0.340061,0.170588,0.150248,2,0.002739,2,0.66048,0.742975,7774.791248,1,0,0,0,711,0.002002,36,0.221713,55804
chanelofficial,chanelofficial,0.024134,0.036682,0.001137,0.952096,0.35674,0.245509,0.150254,2,0.00305,2,0.682094,0.766964,11090.273863,1,0,0,0,781,0.002025,43,0.197903,60125
chang,chang,0.01645,0.01279,0,1,0.177738,0,0.150021,5,0.000314,3,0.509783,0.519648,0.737493,1,0,0,0,60,0.000167,46,0.949737,1625
change,change,0.012498,0.021162,0.005798,0.928571,0.429825,0,0.150035,5,0.000545,2,0.52219,0.542495,71.43725,0.857143,0.142857,0,0,126,0.000288,211,0.719097,5573
channel,channel,0.041779,0.037773,0,0.8,0.127621,0.6,0.150034,4,0.000429,2,0.515548,0.530158,85.349703,0.4,0,0.6,0,90,0.000286,102,0.54903,2150
charlotte,charlotte,0.009179,0.006881,0,1,0.258296,0,0.150022,5,0.000621,2,0.525955,0.549349,139.37195,1,0,0,0,146,0.000181,195,0.552586,5769
charm,charm,0.011641,0.036982,0.008068,1,0.176914,0.2,0.150015,5,0.000556,2,0.523314,0.544551,61.991355,1,0,0,0,132,0.000122,154,0.634762,5405
check,check,0.025761,0.046582,0,0.666667,0.226566,0.333333,0.150027,7,0.000232,3,0.505544,0.51188,4.70188,0,1,0,0,38,0.000233,96,0.756757,504
chequer,chequer,0.011462,0.045869,0.006756,1,0.083146,0,0.150012,2,0.000364,3,0.512469,0.525474,11.638038,1,0,0,0,78,0.000097,109,0.752905,2203
cherry,cherry,0.032935,0.068623,0,1,0.316946,0.333333,0.150029,4,0.000335,3,0.511571,0.522847,7.683675,0.333333,0.333333,0.333333,0,69,0.000268,0,0.824846,1879
chic,chic,0.031616,0.052527,0,0.947368,0.256676,0.315789,0.150116,6,0.000593,3,0.523878,0.545808,108.743013,0,0.473684,0,0.526316,136,0.000987,257,0.57225,5176
childhood,childhood,0.050988,0.063061,0,1,0.362908,0,0.15011,1,0.000359,3,0.51211,0.523875,1.686836,0,0,1,0,72,0.001007,76,0.937223,2329
chocolate,chocolate,0.027157,0.033169,0,1,0.107987,0,0.150028,7,0.000244,3,0.505719,0.512223,0.963238,0,0,0,1,39,0.000238,108,0.896159,630
choose,choose,0.017906,0.028901,0.003247,0.92,0.366621,0.32,0.150062,5,0.000702,2,0.530353,0.557231,162.241741,0.64,0.36,0,0,169,0.0005,195,0.599872,8415
choreography,choreography,0.006676,0.00713,0.002855,1,0.258281,0.136364,0.150013,5,0.000673,2,0.532287,0.560658,0.841975,0,0,1,0,179,0.000101,63,0.988574,15573
chouchou,chouchou,0.039716,0.053758,0,0.836364,0.213624,0.6,0.15033,0,0.000612,2,0.525387,0.548321,106.531235,0,0,1,0,143,0.002847,196,0.59974,6004
christmas,christmas,0.033505,0.033652,0,1,0.25071,0.666667,0.150028,3,0.000247,3,0.506246,0.512794,7.874081,0,0.333333,0,0.666667,40,0.000246,19,0.71525,530
chunky,chunky,0.01941,0.083411,0.006335,1,0.099129,0.21875,0.150089,9,0.000854,2,0.538376,0.571282,251.742265,0,1,0,0,210,0.000726,257,0.520335,11310
ciao,ciao,0.037126,0.031609,0,0.923077,0.268594,0.692308,0.150088,0,0.000359,3,0.51175,0.523189,20.68338,0,0,1,0,70,0.000741,98,0.697783,1637
cinema,cinema,0.007662,0.015995,0,1,0.102279,0,0.150011,5,0.000323,3,0.509427,0.520562,5.939527,1,0,0,0,65,0.000089,165,0.824901,1663
cinematic,cinematic,0.019701,0.035937,0,1,0.454909,0.272727,0.150033,5,0.000473,2,0.518479,0.535641,23.891797,1,0,0,0,106,0.000265,50,0.770879,4209
circumstance,circumstance,0.006676,0.00713,0.002855,1,0.258281,0.136364,0.150013,5,0.000673,2,0.532287,0.560658,0.841975,0,0,1,0,179,0.000101,124,0.988574,15573
citta,citta,0.043212,0.039388,0,0.857143,0.249732,0.857143,0.150052,0,0.000271,3,0.507478,0.515193,3.178563,0,0,1,0,47,0.000438,98,0.841546,871
city,city,0.017228,0.025825,0.003423,0.942308,0.38296,0.115385,0.150112,5,0.001085,2,0.552233,0.594585,506.769908,0.711538,0.038462,0.25,0,278,0.000908,218,0.467954,17888
classic,classic,0.035267,0.058647,0.002164,1,0.108823,0.3,0.150113,9,0.000718,3,0.531125,0.55883,160.685725,0.1,0.45,0,0.45,174,0.000966,15,0.562508,8369
clean,clean,0.019714,0.059422,0,1,0.698845,0.25,0.150022,2,0.000358,3,0.512469,0.52456,3.014761,1,0,0,0,74,0.000181,78,0.914384,2403
clear,clear,0.034305,0.030126,0.000266,0.888889,0.135739,0.481481,0.150161,0,0.001116,2,0.552442,0.594928,709.791349,0.037037,0.185185,0.740741,0.037037,279,0.001379,110,0.403943,15553
clip,clip,0.018175,0.060127,0,0.9375,0.055589,0.25,0.150055,9,0.000536,2,0.52163,0.541467,55.053264,0,0.9375,0,0.0625,123,0.000459,28,0.683512,5045
close,close,0.038937,0.083773,0.000685,0.830671,0.313201,0.351438,0.150781,2,0.00406,2,0.757135,0.839616,23679.602256,0.204473,0.453674,0.325879,0.015974,993,0.006422,44,0.146982,72247
closed,closed,0.04569,0.093712,0,1,0.215919,0.1,0.150075,2,0.000472,3,0.517927,0.534841,55.655748,0.2,0.3,0.5,0,104,0.000647,153,0.60613,3184
clothing,clothing,0.0304,0.019364,0,1,0.200465,0.333333,0.150064,6,0.000502,2,0.518848,0.536326,124.425568,0,0.333333,0.333333,0.333333,108,0.000539,159,0.481044,2728
cloud,cloud,0.036086,0.041543,0,0.9,0.082158,0.5,0.150091,0,0.000617,2,0.52482,0.547293,182.116946,0.1,0.2,0.7,0,140,0.00081,75,0.479199,4596
cloudy,cloudy,0.03271,0.022047,0.000552,0.972222,0.171111,0.277778,0.150213,0,0.001074,2,0.55328,0.596299,538.919505,0.027778,0,0.972222,0,283,0.001852,137,0.551071,21834
co,co,0.029288,0.092963,0,0.857143,0.225076,0,0.150052,9,0.000309,3,0.509783,0.51942,9.968877,0,1,0,0,59,0.000451,48,0.76467,1264
coat,coat,0.028849,0.051067,0.002467,1,0.147846,0.111111,0.150256,8,0.001396,2,0.569033,0.621316,1246.256862,0.2,0.533333,0.155556,0.111111,356,0.002276,51,0.372961,23435
coated,coated,0.04503,0.08338,0,1,0.067869,0,0.150047,4,0.000171,3,0.500858,0.505141,0.098673,0,1,0,0,22,0.000516,173,0.909524,191
cocktail,cocktail,0.013736,0.063069,0,1,0.038979,0.333333,0.150009,9,0.000281,3,0.50854,0.517249,0.157046,0,1,0,0,53,0.000075,262,0.980392,1300
coco,coco,0.034526,0.049963,0,0.947368,0.486864,0.385965,0.150147,2,0.001035,2,0.547057,0.586018,611.836687,1,0,0,0,253,0.001211,164,0.436761,13813
code,code,0.019957,0.049738,0.008067,1,0.427812,0.2,0.150017,9,0.000442,2,0.516643,0.532214,48.092195,0.4,0.6,0,0,96,0.000138,131,0.633819,2830
cold,cold,0.017981,0.08077,0,1,0.156426,0.375,0.150042,9,0.000516,2,0.520514,0.539411,72.779652,0.375,0.5,0,0.125,117,0.000352,181,0.611994,4082
collaboration,collaboration,0.033833,0.059993,0,0.75,0.42995,0.333333,0.150068,0,0.000492,3,0.519032,0.536897,71.952991,0.083333,0.416667,0.5,0,110,0.000572,222,0.608563,3582
collage,collage,0.035998,0.041156,0.008285,1,0.224969,0,0.150032,6,0.000488,2,0.519032,0.536669,81.155148,0.25,0.25,0.5,0,109,0.000286,66,0.604015,3490
collar,collar,0.033856,0.07158,0.002902,0.846154,0.174568,0.192308,0.150145,2,0.001067,2,0.549943,0.590816,684.590456,0.230769,0.423077,0.269231,0.076923,267,0.001239,183,0.407263,14354
collection,collection,0.019077,0.028788,0.001525,0.958621,0.250914,0.265517,0.15046,5,0.003269,2,0.705854,0.791638,12659.621638,0.37931,0.193103,0.396552,0.031034,853,0.003753,62,0.199966,72493
collectively,collectively,0.006676,0.00713,0.002855,1,0.258281,0.136364,0.150013,5,0.000673,2,0.532287,0.560658,0.841975,0,0,1,0,179,0.000101,4,0.988574,15573
color,color,0.028573,0.032067,0,0.95,0.403757,0.2,0.150093,8,0.000552,2,0.522004,0.542152,115.839822,0.05,0,0.75,0.2,125,0.000782,278,0.57422,4379
colorful,colorful,0.021924,0.036764,0,0.833333,0.184449,0.333333,0.150038,7,0.000463,3,0.517559,0.534156,61.664692,0.166667,0,0.333333,0.5,102,0.000318,58,0.576238,2910
colour,colour,0.029087,0.077551,0.001241,1,0.24179,0.111111,0.150059,9,0.000548,3,0.522004,0.542381,79.226508,0.111111,0.888889,0,0,126,0.000507,221,0.587871,4556
com,com,0.045391,0.048995,0,0.88172,0.176074,0.526882,0.150567,0,0.000855,2,0.537583,0.569911,379.487251,0,0,1,0,206,0.00487,205,0.496939,10391
combine,combine,0.007993,0.01109,0.00277,0.961538,0.253641,0.153846,0.150022,5,0.000927,2,0.546647,0.585332,231.261924,0.153846,0,0.846154,0,251,0.000175,226,0.66808,20794
combo,combo,0.025678,0.098939,0,1,0.096855,0.25,0.150031,9,0.000247,3,0.506421,0.512908,6.345379,0,1,0,0,40,0.000264,260,0.811066,601
come,come,0.024354,0.040126,0.00152,0.882353,0.275884,0.176471,0.150142,9,0.000975,2,0.543592,0.580192,663.735603,0.029412,0.647059,0.147059,0.176471,236,0.001182,215,0.429169,11800
comete,comete,0.022603,0.044755,0,0.833333,0.452944,0.5,0.150022,2,0.000328,3,0.510676,0.521362,5.436057,1,0,0,0,65,0.000178,164,0.863591,1741
comfort,comfort,0.027691,0.038865,0,1,0.301842,0.333333,0.150073,2,0.000502,2,0.519217,0.537012,90.739097,0.333333,0.111111,0,0.555556,110,0.000671,107,0.562012,3308
comfy,comfy,0.022514,0.057958,0,0.666667,0.096164,0.333333,0.15003,7,0.000351,3,0.511212,0.522618,23.350758,0,1,0,0,69,0.000249,151,0.69403,1581
comment,comment,0.01922,0.024538,0,0.666667,0.125449,0.333333,0.150016,0,0.000259,3,0.505895,0.513936,0.506101,0,0,1,0,46,0.000129,179,0.935354,926
commercial,commercial,0.009602,0.012936,0.002326,1,0.281313,0.296296,0.150026,5,0.000792,2,0.538178,0.570939,110.087051,0,0,1,0,209,0.000209,63,0.808807,17412
committed,committed,0.022477,0.038483,0,1,0.382656,1,0.15002,5,0.00028,3,0.507832,0.516107,0.170634,0,0,1,0,50,0.000162,59,0.971088,1142
common,common,0.006676,0.00713,0.002855,1,0.258281,0.136364,0.150013,5,0.000673,2,0.532287,0.560658,0.841975,0,0,1,0,179,0.000101,8,0.988574,15573
complete,complete,0.027667,0.079853,0,0.6,0.111626,0.6,0.150032,7,0.000274,3,0.507302,0.515307,6.945069,0,1,0,0,48,0.000271,151,0.783534,847
complexion,complexion,0.018766,0.061235,0,1,0.315678,0,0.150021,2,0.000507,3,0.518848,0.537012,71.783046,1,0,0,0,111,0.000172,107,0.581985,3489
concern,concern,0.006676,0.00713,0.002855,1,0.258281,0.136364,0.150013,5,0.000673,2,0.532287,0.560658,0.841975,0,0,1,0,179,0.000101,146,0.988574,15573
confinement,confinement,0.006676,0.00713,0.002855,1,0.258281,0.136364,0.150013,5,0.000673,2,0.532287,0.560658,0.841975,0,0,1,0,179,0.000101,204,0.988574,15573
consider,consider,0.03325,0.023424,0,1,0.373737,0.333333,0.150014,5,0.000407,3,0.514276,0.527987,54.706181,0.666667,0.333333,0,0,84,0.000114,7,0.64737,2203
content,content,0.017643,0.049222,0,0.9,0.033581,0.2,0.15003,9,0.000474,2,0.518479,0.535641,22.150796,0,1,0,0,106,0.000241,52,0.774908,4231
contrast,contrast,0.023539,0.04494,0.003488,1,0.245817,0.285714,0.150031,9,0.000686,3,0.529583,0.556089,160.068633,0.428571,0.571429,0,0,166,0.000258,51,0.547228,7404
cool,cool,0.031506,0.03219,0,1,0.141677,0.083333,0.150082,7,0.000482,2,0.518479,0.535641,72.786525,0.083333,0.083333,0,0.833333,106,0.000731,54,0.591209,3228
coppola,coppola,0.011217,0.014064,0.006244,0.923077,0.421804,0,0.150022,5,0.000555,2,0.523314,0.544551,30.404437,1,0,0,0,132,0.000176,46,0.768761,6546
cord,cord,0.035073,0.01419,0,1,0.258515,1,0.150028,7,0.000268,3,0.506773,0.514279,11.381688,0,0,0.333333,0.666667,45,0.000249,220,0.711416,673
corona,corona,0.08052,0.041134,0,0.833333,0.150233,0,0.150047,6,0.000242,3,0.506597,0.51348,1.120246,0,0,1,0,42,0.000406,203,0.889024,729
correspond,correspond,0.022477,0.038483,0,1,0.382656,1,0.15002,5,0.00028,3,0.507832,0.516107,0.170634,0,0,1,0,50,0.000162,59,0.971088,1142
corset,corset,0.023935,0.066147,0.004688,1,0.169854,0.5,0.150035,9,0.000519,2,0.520885,0.540096,52.908518,0,1,0,0,119,0.000286,45,0.637114,4398
costume,costume,0.023898,0.022905,0,0.4,0.104868,0.2,0.15004,0,0.000388,3,0.512649,0.526045,56.51907,0.4,0.2,0.2,0.2,80,0.000366,171,0.592016,1824
cotillard,cotillard,0.016478,0.016912,0,1,0.160632,0,0.150023,5,0.00039,2,0.514094,0.527416,11.208814,1,0,0,0,82,0.000188,212,0.82037,2658
cottagecore,cottagecore,0.033205,0.048099,0,1,0.141201,0.2,0.150031,7,0.000232,3,0.503451,0.510509,0.142573,0,0,0,1,38,0.000262,58,0.953453,635
cotton,cotton,0.02367,0.077577,0.001796,0.882353,0.151557,0.235294,0.150087,9,0.000685,2,0.52939,0.555517,135.307019,0.058824,0.941176,0,0,164,0.000733,173,0.579414,7650
couch,couch,0.039208,0.036488,0,0.928571,0.254615,0.714286,0.150117,0,0.000617,2,0.524066,0.545922,166.118947,0,0.142857,0.357143,0.5,136,0.001029,255,0.499281,4516
couple,couple,0.021166,0.043378,0.004714,0.947368,0.253618,0.315789,0.150107,6,0.000597,2,0.524254,0.546265,128.852828,0,0.052632,0.894737,0.052632,137,0.00091,179,0.551089,5059
court,court,0.028469,0.088031,0.004795,1,0.053809,0.6,0.150032,9,0.000242,3,0.505895,0.512794,2.894681,0,1,0,0,41,0.00027,89,0.810256,632
cover,cover,0.029187,0.04511,0,1,0.188655,0.615385,0.150089,0,0.0007,2,0.529583,0.55586,227.027975,0.153846,0.153846,0.461538,0.230769,165,0.000769,35,0.499776,6680
craft,craft,0.023119,0.054748,0,1,0.11516,0,0.150039,2,0.000361,3,0.512289,0.524218,36.144926,0.4,0.6,0,0,73,0.000335,127,0.633412,1619
craftsmanship,craftsmanship,0.024769,0.025154,0,1,0.442125,0,0.150022,8,0.000316,2,0.510676,0.520905,7.327568,0.666667,0.333333,0,0,63,0.00019,13,0.792702,1499
crazy,crazy,0.022387,0.02235,0,0.666667,0.101315,0.333333,0.150023,0,0.000227,3,0.503624,0.510624,1.476158,0,0,1,0,38,0.000206,179,0.84985,566
cream,cream,0.039149,0.076836,0.003171,0.8,0.110533,0.4,0.150036,9,0.000361,3,0.512649,0.524903,17.601371,0,0.8,0.2,0,75,0.000315,51,0.684932,1850
creamy,creamy,0.030394,0.084789,0,1,0.167958,0,0.150038,9,0.000374,3,0.512469,0.525017,20.007966,0.4,0.6,0,0,76,0.000328,77,0.726486,2016
create,create,0.020907,0.0366,0,0.857143,0.34844,0.285714,0.150028,2,0.0007,2,0.529967,0.556546,198.174583,0.714286,0.285714,0,0,167,0.00023,161,0.515955,7066
creation,creation,0.018768,0.04651,0.00026,0.833333,0.405414,0.233333,0.150068,2,0.001236,2,0.559218,0.605894,978.311365,1,0,0,0,311,0.000548,147,0.370623,17751
creative,creative,0.015674,0.019921,0.001846,0.974359,0.205059,0.294872,0.150165,8,0.001621,2,0.586415,0.647361,1811.853008,0.205128,0.474359,0.320513,0,432,0.00134,8,0.390083,36147
credit,credit,0.016447,0.017741,0.005798,0.928571,0.407828,0.071429,0.150045,5,0.000482,2,0.519402,0.537354,22.055326,0.785714,0.142857,0,0.071429,111,0.000385,245,0.825688,4950
crepe,crepe,0.020305,0.061509,0,0.818182,0.144498,0.181818,0.150059,9,0.000336,3,0.510497,0.521247,15.660802,0,1,0,0,65,0.000493,261,0.734623,1481
crisp,crisp,0.017598,0.04421,0,1,0.197994,0,0.150011,4,0.000403,3,0.514638,0.528673,34.270537,1,0,0,0,86,0.000092,102,0.647899,2313
crisscross,crisscross,0.019714,0.059422,0,1,0.698845,0.25,0.150022,2,0.000358,3,0.512469,0.52456,3.014761,1,0,0,0,74,0.000181,78,0.914384,2403
crochet,crochet,0.025155,0.062258,0.002131,0.85,0.298434,0.1,0.150089,9,0.00077,2,0.534237,0.564085,202.261811,0.2,0.8,0,0,189,0.000769,48,0.526909,9262
croisiere,croisiere,0.015322,0.070233,0,0.666667,0.593221,0.666667,0.150011,2,0.000311,3,0.509427,0.519648,3.599441,1,0,0,0,61,0.000089,161,0.880791,1559
crop,crop,0.030284,0.063844,0.002762,0.75,0.219201,0.25,0.150064,9,0.000697,2,0.52939,0.555517,172.499701,0,1,0,0,164,0.000542,180,0.55192,7287
cross,cross,0.043177,0.048087,0,1,0.20948,0.75,0.150057,6,0.000242,3,0.505895,0.512566,6.472514,0,0.5,0.5,0,40,0.000566,260,0.785425,582
cruise,cruise,0.020888,0.028292,0,0.967742,0.329291,0.258065,0.15008,5,0.000957,2,0.543794,0.580535,388.837581,1,0,0,0,237,0.000648,120,0.469888,13030
crush,crush,0.022715,0.049282,0,0.930233,0.506236,0.465116,0.150135,2,0.00082,2,0.536594,0.568197,246.029507,0.790698,0,0,0.209302,201,0.001126,78,0.520251,10353
cry,cry,0.050988,0.063061,0,1,0.362908,0,0.150014,1,0.000359,3,0.51211,0.523875,1.686836,0,0,1,0,72,0.00011,76,0.937223,2329
crystal,crystal,0.013956,0.038774,0.00172,1,0.120408,0.166667,0.150036,9,0.000842,2,0.538376,0.571282,274.624561,0.75,0.25,0,0,210,0.000293,273,0.478837,10408
cs,cs,0.016292,0.033718,0.006252,1,0.060986,0.2,0.150017,9,0.000513,3,0.5207,0.539982,55.393875,1,0,0,0,119,0.000142,109,0.617268,4261
cuff,cuff,0.036465,0.076007,0.000612,0.928571,0.212052,0.142857,0.150062,2,0.000692,2,0.53016,0.556888,145.210138,0.5,0.5,0,0,168,0.000519,148,0.564678,7827
